"","BALLOT","NATEDUC","NATDRUG","NATCRIME","NATCITY","NATHEAL","NATENVIR","NATSPAC","POLVIEWS","NATRACE","NATARMS","NATAID","NATENRGY","NATSCI","NATCHLD","NATPARK","NATMASS","NATSOC","NATROAD","NATFARE","IF12WHO","VOTE12","CHILDS","DIVORCE","AGEWED","MARITAL","EVWORK","HRS1","WRKSTAT","ID_","AGE","EDUC","DEGREE","PARTYID","INCOME","HOMPOP","RACE","SEX","SPDEG","MADEG","PADEG","YEAR"
"142",3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,1,8,0,0,1,5,2,0,1,1,-1,7,142,65,14,2,3,13,2,1,2,3,2,1,2016
"143",1,0,0,0,0,0,0,0,5,0,0,0,2,2,2,2,1,1,1,0,0,1,2,2,0,1,0,43,1,143,60,14,1,4,98,2,1,1,2,1,1,2016
"144",3,2,1,1,1,1,2,2,4,2,2,3,2,2,2,2,8,1,2,2,0,1,1,0,0,3,0,-1,4,144,47,16,3,4,2,2,1,2,7,1,7,2016
"145",2,0,0,0,0,0,0,0,7,0,0,0,3,1,1,2,3,2,1,0,0,1,0,0,0,3,0,40,1,145,62,14,2,4,12,1,1,1,7,1,1,2016
"146",2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,0,1,2,2,0,1,0,40,1,146,51,16,3,0,13,2,1,2,4,2,3,2016
"147",3,1,8,2,2,1,1,2,3,8,3,2,1,1,8,2,2,2,2,3,0,1,2,2,0,1,0,45,2,147,43,16,3,1,13,4,1,2,3,3,4,2016
"148",2,0,0,0,0,0,0,0,4,0,0,0,2,2,2,1,1,1,2,0,3,2,2,2,0,1,0,60,1,148,47,14,1,4,13,4,3,1,0,0,0,2016
"149",2,1,1,1,1,1,2,3,5,1,1,8,1,2,1,2,2,1,1,2,0,1,1,0,0,3,0,40,1,149,57,12,1,3,12,1,1,2,7,1,1,2016
"150",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,5,0,30,1,150,30,16,3,2,12,2,1,1,7,4,4,2016
"151",3,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,1,1,1,0,0,1,0,2,0,1,0,60,1,151,39,18,4,0,13,2,1,1,4,4,4,2016
"152",2,1,1,2,1,1,1,8,3,1,3,8,1,2,1,1,1,3,1,3,0,1,0,0,0,5,0,40,1,152,37,15,2,3,12,1,1,2,7,1,2,2016
"153",3,2,2,1,2,2,2,9,9,1,2,2,2,2,2,2,2,2,2,2,8,2,0,2,0,1,0,10,2,153,52,12,1,3,13,2,3,2,1,8,8,2016
"154",1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,0,1,0,0,0,5,0,45,2,154,61,18,4,1,10,1,3,2,7,1,1,2016
"155",3,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,2,1,1,0,0,1,1,1,0,1,0,30,1,155,58,12,1,2,12,3,1,1,0,1,1,2016
"156",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,8,3,3,0,0,1,0,0,0,5,0,35,2,156,31,14,2,1,5,2,1,1,-1,2,4,2016
"157",3,1,1,1,1,1,1,1,4,8,8,8,2,2,1,2,1,1,1,2,0,1,2,2,0,1,0,20,2,157,52,16,3,0,12,3,3,2,1,0,0,2016
"158",1,2,1,1,1,2,2,2,4,1,3,1,2,3,2,2,2,1,2,1,1,2,2,2,0,1,2,-1,7,158,46,16,2,0,12,4,1,2,3,0,0,2016
"159",2,0,0,0,0,0,0,0,4,0,0,0,8,8,1,2,2,1,2,0,2,2,1,2,0,1,0,40,1,159,25,13,1,5,12,5,1,2,1,2,0,2016
"160",1,2,1,1,1,3,1,3,2,8,3,3,8,1,1,2,2,2,1,2,1,2,4,2,0,2,0,42,1,160,54,12,0,3,12,5,3,1,7,8,8,2016
"161",2,1,2,1,1,1,1,2,7,8,3,2,1,2,1,2,2,2,3,2,1,2,1,0,0,3,0,40,1,161,33,15,1,2,12,3,3,2,7,1,1,2016
"162",1,0,0,0,0,0,0,0,3,0,0,0,1,1,8,2,1,1,1,0,1,3,1,2,0,1,0,45,1,162,33,18,4,1,12,2,3,1,4,1,3,2016
"163",3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,3,0,16,2,163,61,12,1,1,9,1,1,2,7,0,7,2016
"164",1,1,1,1,2,1,2,2,5,1,3,2,2,1,1,1,1,1,2,3,0,1,4,2,0,2,1,-1,5,164,65,99,9,0,13,5,1,2,7,0,0,2016
"165",2,3,2,8,3,2,2,3,6,2,3,3,8,8,3,1,8,8,3,3,0,1,0,0,0,5,0,40,1,165,53,12,1,1,98,3,1,2,7,0,0,2016
"166",1,0,0,0,0,0,0,0,7,0,0,0,1,2,2,2,2,1,1,0,1,2,8,2,0,2,2,-1,7,166,66,11,0,0,98,6,3,2,7,0,0,2016
"167",3,1,1,1,8,1,2,8,2,8,3,3,8,3,1,1,8,2,8,3,0,1,2,0,0,5,0,-1,3,167,41,12,1,1,7,3,1,2,7,1,1,2016
"168",2,0,0,0,0,0,0,0,4,0,0,0,1,8,1,2,1,8,8,0,1,2,2,0,0,3,1,-1,7,168,57,13,1,2,12,2,1,2,-1,1,1,2016
"169",3,0,0,0,0,0,0,0,4,0,0,0,1,1,2,2,1,1,2,0,0,1,0,0,0,5,0,40,1,169,50,12,1,0,12,1,2,1,7,1,0,2016
"170",3,1,1,1,8,1,1,3,5,1,3,3,1,3,1,2,3,1,1,1,0,1,4,2,0,1,1,-1,5,170,75,14,1,0,98,2,2,1,2,8,0,2016
"171",2,0,0,0,0,0,0,0,4,0,0,0,1,8,1,1,3,2,1,0,1,3,3,0,0,5,0,60,2,171,22,11,0,0,11,2,2,2,7,1,1,2016
"172",3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,0,2,2,0,0,0,5,0,60,1,172,27,14,0,2,10,2,1,1,7,3,2,2016
"173",2,1,1,1,8,1,1,8,8,8,8,8,8,8,1,1,3,8,3,2,1,3,1,0,0,4,0,20,2,173,20,12,0,3,1,1,1,2,7,0,0,2016
"174",3,1,1,3,2,2,2,1,4,2,3,2,2,2,2,2,1,2,1,2,0,1,0,0,0,3,0,40,1,174,55,20,4,1,12,1,1,1,7,1,3,2016
"175",2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,5,0,-1,3,175,49,14,1,3,12,2,1,2,7,0,2,2016
"176",1,1,1,1,1,1,1,8,4,1,1,3,8,1,2,1,2,1,1,3,0,1,1,0,0,3,0,40,1,176,51,14,1,3,12,1,3,2,7,1,1,2016
"177",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,2,5,0,0,4,0,20,2,177,56,16,3,1,12,3,1,1,7,1,2,2016
"178",3,1,1,1,1,8,1,1,4,2,3,3,1,1,1,1,2,2,1,2,0,1,1,2,0,1,1,-1,7,178,41,18,4,3,13,3,3,2,4,2,2,2016
"179",3,1,1,1,8,1,8,8,5,1,1,2,1,2,1,2,1,1,1,1,0,1,4,0,0,3,0,16,2,179,67,14,1,5,12,1,1,1,7,1,1,2016
"180",1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,0,0,1,4,0,0,5,0,10,2,180,38,12,1,0,9,3,2,2,7,1,7,2016
"181",3,1,1,1,1,3,2,2,6,1,1,1,3,1,1,1,1,3,1,3,2,1,1,2,0,2,1,-1,5,181,76,16,4,3,12,1,3,2,7,4,4,2016
"182",1,1,8,1,2,8,8,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,0,0,3,1,-1,8,182,66,14,2,1,10,1,2,1,7,1,7,2016
"183",3,0,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,1,2,0,0,1,0,0,0,5,1,-1,5,183,84,17,3,4,9,1,3,2,7,1,1,2016
"184",2,1,3,1,3,2,1,3,7,2,3,3,2,2,3,1,3,2,2,2,1,2,0,0,0,5,2,-1,7,184,32,12,0,3,8,2,2,1,-1,1,7,2016
"185",3,1,1,1,2,1,1,1,4,1,2,3,1,2,2,3,3,1,3,1,0,1,2,0,0,5,0,40,1,185,46,16,3,0,9,1,2,1,7,2,7,2016
"186",2,0,0,0,0,0,0,0,6,0,0,0,1,1,2,2,3,2,1,0,1,2,0,0,0,5,1,-1,6,186,25,13,1,1,98,3,3,1,7,1,7,2016
"187",3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,2,1,2,0,0,1,1,2,0,1,1,-1,5,187,67,18,4,0,12,2,1,1,0,1,1,2016
"188",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,0,3,2,2,2,0,1,0,47,1,188,34,12,1,3,12,5,2,1,1,1,1,2016
"189",1,0,0,0,0,0,0,0,5,0,0,0,1,2,2,1,2,2,2,0,1,2,3,2,0,1,2,-1,7,189,29,8,0,3,1,5,3,2,1,0,3,2016
"190",2,0,0,0,0,0,0,0,4,0,0,0,8,8,3,1,3,2,1,0,1,3,7,0,0,5,1,-1,7,190,51,1,0,3,10,6,1,2,-1,0,0,2016
"191",3,0,0,0,0,0,0,0,4,0,0,0,8,8,2,1,2,2,2,0,0,1,1,0,0,5,0,-1,4,191,39,14,1,0,11,5,3,2,7,1,1,2016
"192",2,1,2,1,2,1,1,3,4,3,3,2,2,2,1,1,2,2,1,2,8,3,2,0,0,5,0,40,1,192,39,9,0,3,10,3,3,2,7,0,7,2016
"193",3,2,2,1,8,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,1,3,3,0,0,3,0,15,2,193,51,2,0,3,12,3,1,2,-1,0,0,2016
"194",1,2,1,2,2,2,2,3,4,2,3,2,2,8,2,2,2,2,2,3,1,3,3,2,0,1,0,40,1,194,40,8,0,1,12,4,3,2,0,0,7,2016
"195",1,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,2,1,2,0,0,1,4,0,0,5,0,40,1,195,32,9,0,1,11,5,1,1,-1,1,0,2016
"196",2,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,2,2,0,1,2,1,2,0,1,0,40,1,196,38,14,2,1,12,3,1,1,3,0,7,2016
"197",3,0,0,0,0,0,0,0,6,0,0,0,2,1,2,1,2,1,2,0,0,1,0,0,0,5,1,-1,5,197,79,13,1,0,11,1,1,2,7,0,0,2016
"198",1,0,0,0,0,0,0,0,5,0,0,0,1,1,2,2,1,2,1,0,0,1,0,0,0,5,0,40,1,198,49,16,3,4,12,1,3,1,7,4,4,2016
"199",1,1,2,2,1,1,1,8,4,8,3,3,1,1,1,2,1,1,1,3,1,3,0,0,0,5,0,25,2,199,22,15,2,2,12,3,1,1,7,2,8,2016
"200",1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,2,1,0,0,1,0,2,0,1,0,40,1,200,30,16,3,3,12,1,2,1,4,1,0,2016
"201",1,1,1,1,2,1,1,1,5,1,3,1,1,1,1,2,1,1,1,1,1,3,2,2,0,1,0,60,1,201,47,15,1,1,13,1,1,1,0,1,8,2016
"202",2,0,0,0,0,0,0,0,4,0,0,0,2,8,2,2,2,1,2,0,9,8,1,0,0,4,0,35,1,202,55,12,1,2,12,1,1,1,7,0,7,2016
"203",2,0,0,0,0,0,0,0,4,0,0,0,2,1,2,1,1,2,1,0,0,1,0,0,0,5,0,75,1,203,30,16,3,3,12,1,1,1,-1,1,1,2016
"204",2,2,2,1,2,2,1,3,3,2,2,1,1,2,2,2,1,3,2,2,0,1,0,0,0,5,0,45,1,204,29,16,3,2,12,3,2,1,7,3,7,2016
"205",3,1,1,1,2,1,1,1,3,9,3,9,1,1,2,1,1,1,1,2,0,1,0,0,0,5,0,60,1,205,37,16,3,1,12,1,1,1,7,1,3,2016
"206",2,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,1,2,1,0,0,1,0,0,0,5,0,10,2,206,67,20,4,1,11,1,1,2,7,4,1,2016
"207",1,0,0,0,0,0,0,0,4,0,0,0,2,2,8,1,2,2,2,0,3,2,0,0,0,4,0,40,1,207,38,16,3,5,12,1,3,2,7,3,1,2016
"208",2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,1,1,1,0,1,2,0,2,0,2,1,-1,7,208,81,11,1,4,98,1,1,2,7,1,1,2016
"209",2,1,3,3,2,1,1,2,4,1,3,3,1,2,2,2,1,1,1,1,0,1,0,0,0,4,0,12,2,209,35,14,2,2,11,1,2,1,7,1,7,2016
"210",1,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2,1,3,2,0,2,2,1,1,0,1,0,-1,4,210,46,20,4,4,13,2,1,1,4,4,4,2016
"211",2,0,0,0,0,0,0,0,9,0,0,0,2,2,2,2,3,1,2,0,3,2,2,0,0,3,0,55,1,211,37,12,1,3,12,5,1,1,-1,1,1,2016
"212",1,2,1,1,1,2,1,2,5,1,2,2,1,1,2,2,2,2,2,2,2,3,0,0,0,5,2,-1,6,212,21,15,1,5,12,4,3,1,7,0,0,2016
"213",1,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,2,1,1,0,0,1,1,1,0,1,0,6,2,213,43,12,1,9,98,3,1,1,1,1,1,2016
"214",3,1,1,1,1,1,1,2,4,2,2,2,1,2,2,1,1,1,2,2,0,1,2,2,0,1,1,-1,7,214,45,16,3,3,13,4,1,2,4,1,4,2016
"215",2,0,0,0,0,0,0,0,5,0,0,0,2,2,3,2,3,1,1,0,0,1,1,0,0,3,1,-1,5,215,76,19,4,6,12,1,1,2,7,4,0,2016
"216",3,0,0,0,0,0,0,0,4,0,0,0,2,1,1,2,2,2,2,0,0,1,8,1,0,1,1,-1,5,216,77,12,1,2,12,2,1,1,1,0,0,2016
"217",2,1,1,1,2,1,1,2,4,2,1,2,1,2,2,2,2,1,1,2,0,1,1,0,0,5,0,40,1,217,61,16,3,1,12,1,1,2,7,1,7,2016
"218",1,0,0,0,0,0,0,0,4,0,0,0,3,3,8,2,2,8,1,0,1,3,2,0,0,5,0,50,1,218,45,12,0,0,12,4,1,2,7,0,0,2016
"219",1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,0,1,4,0,0,3,0,45,1,219,47,13,1,6,12,1,1,1,7,3,3,2016
"220",3,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,1,2,1,0,0,1,1,2,0,1,0,40,1,220,41,16,3,2,13,2,1,1,2,0,1,2016
"221",2,1,2,2,1,2,1,2,9,3,1,2,2,3,1,3,3,9,1,1,2,3,0,0,0,5,1,-1,6,221,19,12,1,6,98,5,2,2,7,0,1,2016
"222",3,3,2,2,1,3,1,3,7,2,2,2,1,3,2,2,8,2,3,3,3,3,3,2,0,1,0,42,1,222,50,6,0,3,12,9,3,1,0,0,0,2016
"223",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,5,0,50,1,223,25,17,1,2,12,3,3,1,7,1,1,2016
"224",3,2,2,2,2,2,2,2,5,2,2,3,2,1,2,2,3,2,2,3,2,2,2,2,0,1,0,50,1,224,45,18,4,5,13,2,1,1,3,2,8,2016
"225",2,0,0,0,0,0,0,0,7,0,0,0,1,2,1,1,2,1,1,0,1,3,0,0,0,5,0,30,2,225,21,14,2,2,12,5,1,1,7,0,0,2016
"226",1,2,3,2,3,3,2,1,4,3,2,1,1,1,3,2,1,2,1,3,2,2,1,2,0,1,0,40,1,226,48,12,1,5,12,5,3,2,1,1,1,2016
"227",3,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,1,2,1,0,1,2,0,0,0,5,0,40,1,227,25,17,4,0,12,4,3,1,7,1,4,2016
"228",2,1,1,2,1,1,2,1,4,2,3,2,2,1,8,8,8,2,2,2,0,1,0,0,0,5,0,40,1,228,31,16,3,3,12,3,1,1,7,1,7,2016
"229",3,1,1,1,1,1,1,2,4,2,1,3,1,1,1,2,2,1,2,3,1,2,1,0,0,5,0,40,1,229,33,18,3,2,12,3,1,2,-1,1,1,2016
"230",2,0,0,0,0,0,0,0,6,0,0,0,2,8,2,2,3,2,2,0,0,1,3,2,0,1,1,-1,5,230,72,16,3,5,12,2,1,1,2,1,1,2016
"231",1,0,0,0,0,0,0,0,6,0,0,0,1,1,1,1,1,1,1,0,0,1,3,2,0,2,1,-1,5,231,70,12,1,6,12,1,1,2,7,0,7,2016
"232",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,1,2,1,0,0,1,2,2,0,1,1,-1,5,232,66,16,3,4,13,2,1,2,4,1,1,2016
"233",2,1,2,2,1,3,2,1,6,8,1,2,1,2,8,2,1,2,1,2,0,1,2,2,0,1,0,45,1,233,57,18,4,6,13,2,3,2,4,0,7,2016
"234",3,1,1,2,1,1,2,2,5,1,2,2,2,2,1,1,1,2,1,2,0,1,2,2,0,1,1,-1,5,234,81,19,4,5,12,2,1,1,4,1,2,2016
"235",2,0,0,0,0,0,0,0,5,0,0,0,1,1,2,2,1,2,3,0,1,3,0,0,0,5,0,25,2,235,23,16,3,4,13,5,1,1,7,3,4,2016
"236",1,1,2,1,2,1,1,1,6,1,2,3,1,1,1,2,1,2,1,2,2,2,2,0,0,3,0,60,1,236,48,19,3,5,12,1,1,2,7,0,7,2016
"237",3,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,1,2,2,0,1,3,2,0,1,0,23,2,237,62,18,3,6,12,3,1,2,1,1,1,2016
"238",3,0,0,0,0,0,0,0,6,0,0,0,2,2,1,2,1,1,1,0,0,1,3,1,0,1,0,40,1,238,43,12,1,6,12,5,1,1,1,0,1,2016
"239",1,1,1,3,1,2,1,8,2,1,3,8,1,8,1,2,2,8,2,3,1,2,0,0,0,5,0,30,1,239,34,16,1,7,12,2,1,2,7,1,1,2016
"240",2,2,1,1,1,1,1,3,5,8,2,8,8,2,2,2,2,1,1,3,1,2,2,2,0,1,0,40,1,240,36,12,1,2,12,4,3,1,1,0,0,2016
"241",2,0,0,0,0,0,0,0,5,0,0,0,1,2,1,2,2,1,3,0,0,1,5,0,0,5,0,50,1,241,37,12,1,5,12,2,3,1,-1,1,0,2016
"242",1,1,3,1,3,1,1,1,3,1,1,3,1,1,1,1,2,1,2,3,0,1,0,0,0,5,0,42,1,242,32,14,1,1,12,4,1,1,7,1,1,2016
"243",2,2,1,1,1,1,1,8,2,2,1,8,8,8,2,2,1,2,8,3,0,1,6,0,0,4,0,40,1,243,53,7,0,0,12,2,3,2,7,0,0,2016
"244",2,0,0,0,0,0,0,0,6,0,0,0,1,3,9,2,2,1,3,0,2,2,1,1,0,2,0,48,1,244,42,12,1,6,12,1,1,1,7,0,9,2016
"245",1,8,8,2,1,3,3,3,4,2,1,3,1,3,8,8,8,2,1,1,0,1,3,1,0,1,1,-1,7,245,51,12,1,6,12,4,3,1,1,0,7,2016
"246",1,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,1,2,2,0,1,2,0,2,0,1,0,-1,4,246,44,17,4,1,12,2,3,2,4,1,4,2016
"247",3,1,2,2,2,1,1,2,4,8,1,2,8,2,2,2,2,1,2,2,9,8,1,2,0,1,1,-1,7,247,36,13,1,7,12,2,1,2,1,1,4,2016
"248",2,0,0,0,0,0,0,0,4,0,0,0,2,1,2,2,2,2,1,0,0,1,0,2,0,1,0,55,1,248,49,15,2,4,12,2,1,1,1,4,2,2016
"249",2,1,8,2,1,1,1,2,9,1,8,2,2,1,2,2,2,2,2,3,1,2,3,1,0,1,0,49,1,249,49,12,1,9,98,5,3,2,1,1,7,2016
"250",3,1,2,2,2,1,1,3,6,2,1,3,1,1,1,1,1,1,2,3,2,2,2,2,0,1,0,42,1,250,35,16,3,5,13,4,1,2,3,1,1,2016
"251",2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,1,2,2,1,0,0,1,2,2,0,1,0,40,1,251,47,20,3,4,13,1,1,1,3,1,7,2016
"252",2,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,1,2,1,0,1,2,0,0,0,5,0,40,1,252,29,14,3,2,13,4,2,1,7,1,2,2016
"253",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,1,1,2,2,0,0,1,2,0,0,5,0,30,2,253,36,18,3,3,12,3,2,1,7,4,1,2016
"254",2,1,2,1,2,1,1,2,5,2,1,3,1,2,2,2,1,2,1,3,0,1,0,2,0,1,0,40,1,254,31,12,1,6,12,2,1,1,1,1,1,2016
"255",3,1,3,2,3,1,1,2,4,1,3,2,3,3,1,3,2,2,2,1,1,3,0,0,0,5,2,-1,6,255,19,12,1,2,98,6,2,1,7,1,1,2016
"256",2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,2,2,2,0,0,1,0,0,0,5,0,-1,3,256,25,12,1,1,98,4,2,1,7,3,3,2016
"257",1,1,1,1,3,1,2,1,4,2,3,1,2,3,1,2,2,2,2,3,1,2,1,0,0,3,0,40,1,257,30,16,3,2,12,2,1,2,-1,0,0,2016
"258",1,0,0,0,0,0,0,0,3,0,0,0,1,1,2,2,1,2,1,0,0,1,2,2,0,1,1,-1,5,258,62,13,1,1,12,2,1,1,2,1,7,2016
"259",3,1,2,2,2,2,3,2,6,2,1,2,2,2,2,2,1,1,2,2,0,1,0,1,0,1,0,50,1,259,35,20,4,6,12,2,1,2,1,1,4,2016
"260",1,2,2,2,2,1,1,2,4,8,1,3,2,1,2,1,1,1,1,3,0,1,4,0,0,4,0,60,1,260,41,14,1,4,13,2,3,1,7,1,0,2016
"261",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,4,0,-1,3,261,62,20,4,0,12,1,1,2,7,1,4,2016
"262",3,1,2,1,2,1,1,2,5,1,3,2,1,2,2,2,1,2,2,3,1,3,0,0,0,5,0,40,1,262,20,13,1,5,1,2,1,1,7,1,1,2016
"263",2,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,2,1,2,0,0,1,2,0,0,5,0,40,1,263,42,12,1,1,12,2,1,1,-1,0,0,2016
"264",1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,0,0,5,0,-1,4,264,30,13,1,1,2,2,2,2,7,3,2,2016
"265",2,1,1,1,1,1,2,2,5,1,1,2,1,2,1,2,1,2,2,3,0,1,1,0,0,4,0,28,2,265,26,17,2,5,11,4,3,2,7,1,1,2016
"266",2,0,0,0,0,0,0,0,4,0,0,0,2,1,2,2,2,1,2,0,3,1,2,0,0,3,0,34,2,266,58,16,2,4,12,2,1,2,7,0,7,2016
"267",1,1,1,3,1,1,3,3,1,3,1,3,2,1,2,2,1,1,1,2,3,2,1,0,0,5,0,-1,4,267,47,12,1,2,12,2,1,2,7,4,1,2016
"268",2,1,1,1,2,2,8,3,8,1,1,3,2,3,8,8,2,2,1,2,0,1,2,0,0,3,1,-1,5,268,61,13,1,9,12,1,2,2,7,0,7,2016
"269",3,2,1,1,1,2,1,3,4,2,3,3,2,2,8,2,2,2,2,2,9,3,2,2,0,1,0,52,1,269,44,11,0,3,12,4,1,1,1,0,0,2016
"270",2,0,0,0,0,0,0,0,1,0,0,0,1,8,1,2,1,2,1,0,0,1,0,2,0,1,1,-1,5,270,75,18,4,0,12,2,1,2,3,0,1,2016
"271",3,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,1,1,3,0,3,2,3,1,0,1,1,-1,7,271,44,18,4,4,12,5,1,2,4,2,7,2016
"272",2,1,3,3,1,1,1,2,4,8,3,3,1,1,1,2,1,1,1,3,0,1,0,2,0,1,0,16,2,272,36,16,3,5,12,2,1,2,1,2,1,2016
"273",1,0,0,0,0,0,0,0,3,0,0,0,1,2,1,1,1,2,1,0,0,1,2,0,0,3,1,-1,5,273,62,16,3,2,12,1,1,2,7,1,1,2016
"274",2,0,0,0,0,0,0,0,5,0,0,0,2,8,2,2,1,3,2,0,9,8,2,1,0,1,0,35,1,274,37,16,3,4,12,3,1,1,3,1,7,2016
"275",1,1,1,1,1,1,1,3,4,1,2,3,1,2,1,1,3,2,2,2,3,1,2,1,0,2,1,-1,5,275,69,13,1,5,12,1,1,2,7,1,1,2016
"276",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,1,1,1,0,1,2,2,0,0,3,0,60,1,276,48,15,1,1,98,2,1,1,7,4,4,2016
"277",2,1,1,2,2,1,1,2,1,2,3,2,1,1,1,1,1,2,2,2,0,1,3,2,0,1,0,55,1,277,44,20,4,2,12,3,1,2,4,2,1,2016
"278",3,1,1,1,1,2,3,3,7,1,1,3,3,3,1,2,2,1,2,3,0,1,0,2,0,1,0,40,1,278,59,16,3,6,12,2,1,1,2,4,1,2016
"279",2,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,1,2,1,0,0,1,2,1,0,1,0,40,1,279,61,14,2,3,12,2,1,2,2,0,2,2016
"280",2,1,1,1,1,1,1,2,4,8,3,3,1,1,1,1,2,1,3,3,8,2,2,2,0,1,0,70,1,280,31,10,0,3,12,2,1,1,1,0,0,2016
"281",1,0,0,0,0,0,0,0,3,0,0,0,2,2,2,2,8,2,2,0,1,3,3,1,0,1,1,-1,7,281,54,9,0,3,12,2,1,2,1,0,0,2016
"282",1,3,3,1,3,1,2,2,4,1,3,3,3,1,1,3,3,1,1,3,0,1,2,0,0,3,0,-1,4,282,49,14,1,4,10,3,1,2,7,1,7,2016
"283",3,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,1,1,2,0,1,3,4,2,0,1,2,-1,7,283,47,12,1,9,13,4,1,2,1,0,0,2016
"284",1,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,2,1,1,0,1,2,1,2,0,1,0,40,1,284,99,13,1,0,12,4,1,2,4,0,0,2016
"285",1,1,2,1,2,1,2,2,6,2,1,2,2,2,2,2,2,2,1,2,0,1,3,2,0,2,1,-1,5,285,83,12,1,6,98,1,1,2,7,0,8,2016
"286",3,1,2,1,2,1,2,3,5,1,1,3,1,3,1,2,1,1,1,2,0,1,3,0,0,3,0,75,1,286,38,14,2,1,12,3,2,1,-1,4,1,2016
"287",2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,1,1,0,1,2,1,1,0,1,0,81,1,287,47,14,2,1,10,1,2,1,3,0,0,2016
"288",3,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,1,2,0,0,1,0,2,0,1,0,65,1,288,28,14,1,2,12,2,1,1,3,1,0,2016
"289",1,0,0,0,0,0,0,0,6,0,0,0,3,2,2,2,2,1,2,0,0,1,2,2,0,2,0,40,1,289,73,12,1,6,12,2,1,2,7,1,0,2016
"290",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,0,1,0,0,0,5,0,40,1,290,31,17,4,0,12,1,1,2,7,3,3,2016
"291",2,1,1,1,1,1,1,2,2,1,3,3,1,8,8,1,1,2,1,1,0,1,0,2,0,1,0,40,1,291,55,19,4,0,13,2,1,1,4,1,1,2016
"292",2,0,0,0,0,0,0,0,3,0,0,0,1,2,2,2,2,2,1,0,0,1,0,2,0,1,0,40,1,292,61,16,3,2,12,2,1,1,4,3,4,2016
"293",1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,1,2,0,1,2,2,0,1,0,55,1,293,50,19,3,0,13,1,1,1,2,1,1,2016
"294",1,0,0,0,0,0,0,0,4,0,0,0,2,2,3,2,2,1,1,0,1,2,2,0,0,3,1,-1,5,294,67,11,1,2,9,1,1,2,7,1,0,2016
"295",3,0,0,0,0,0,0,0,5,0,0,0,2,2,2,2,2,2,2,0,1,2,2,2,0,1,0,46,1,295,41,12,0,1,12,2,1,1,1,0,7,2016
"296",2,0,0,0,0,0,0,0,6,0,0,0,2,2,1,1,2,1,1,0,1,3,0,0,0,5,0,27,2,296,22,12,1,2,12,5,3,2,7,1,2,2016
